EVENT_LABEL,EVENT_TIMESTAMP,LABEL_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,card_bin,customer_name,billing_street,billing_city,billing_state,billing_zip,billing_latitude,billing_longitude,billing_country,customer_job,ip_address,customer_email,billing_phone,user_agent,product_category,order_price,payment_currency,merchant
0,2022-12-25T21:17:41Z,2022-12-25T21:17:41Z,108bad8f60f7d5d08820f1572061a6499,customer,498-66-3594,431095,Richard,7130 James Fields Apt. 720,Proctor,OK,74457,36.0308,-94.7613,US,Pension scheme manager,62.152.69.16,mistytucker@yahoo.com,385-318-6175,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-02-02 11:35:19 Firefox/9.0,misc_net,94.7,MXN,fraud_Jaskolski-Vandervort
0,2023-02-14T08:09:34Z,2023-02-14T08:09:34Z,1097501b94a0cfb1c5cf348729f594ce9,customer,498-66-3594,431095,Richard,7130 James Fields Apt. 720,Proctor,OK,74457,36.0308,-94.7613,US,Pension scheme manager,62.152.69.16,mistytucker@yahoo.com,385-318-6175,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-02-02 11:35:19 Firefox/9.0,personal_care,80.69,XPF,fraud_Yost-Rogahn
1,2023-01-08T13:16:28Z,2023-01-08T13:16:28Z,10a18a4ae543d8dcb38206a26eea6b3fc,customer,498-66-3594,431095,Richard,7130 James Fields Apt. 720,Proctor,OK,74457,36.0308,-94.7613,US,Pension scheme manager,62.152.69.16,mistytucker@yahoo.com,385-318-6175,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-02-02 11:35:19 Firefox/9.0,grocery_pos,294.07,MNT,fraud_Hudson-Ratke
0,2023-01-17T02:24:26Z,2023-01-17T02:24:26Z,10a2be800fc84865ad064fe4b8cc0b769,customer,070-69-2161,304027,Dennis,4900 Zachary Field Apt. 377,Stockton,NY,14784,42.3182,-79.3758,US,Proofreader,25.45.36.165,jasonsnyder@lynch.org,+1-021-436-2616-2085,Opera/9.84.(X11; Linux i686; raj-IN) Presto/2.9.173 Version/10.00,entertainment,93.75,IDR,fraud_Bauch-Blanda
0,2023-01-09T04:13:31Z,2023-01-09T04:13:31Z,10aebf2f5a3d0a7909f6b0fed4ce5277c,customer,089-34-9633,454222,Desiree,729 Jason Manors Suite 015,Ririe,ID,83443,43.5197,-111.5266,US,Tax inspector,221.12.101.114,christophergarcia@hall.info,+1-855-996-0547,Opera/9.73.(X11; Linux x86_64; mt-MT) Presto/2.9.168 Version/10.00,health_fitness,27.43,AWG,fraud_Bahringer Group
0,2022-11-24T08:14:32Z,2022-11-24T08:14:32Z,10d56b9d2b655bed60450374ea6601a57,customer,284-54-4724,305600,Andrew,6616 Estes Lakes Apt. 296,Dixon,IA,52745,41.7113,-90.7553,US,Art therapist,209.2.157.39,michaelmays@bryan.com,+1-820-758-6046,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.9l2362.0 Mobile/34R637 Safari/533.2",home,7.9,MWK,fraud_Ernser-Feest
0,2023-02-16T21:08:21Z,2023-02-16T21:08:21Z,10e5d534198e7a8258ccd08c7649cfdf2,customer,412-03-0350,497472,Jamie,1784 Luna Run,Girardville,PA,17935,40.7922,-76.2858,US,"Civil engineer, consulting",41.102.80.95,renee34@gutierrez.info,1-048-882-2296-90654,Mozilla/5.0 (Android 5.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,shopping_net,981.22,CUC,fraud_Hills-Witting
1,2023-01-12T06:53:59Z,2023-01-12T06:53:59Z,10f5b98e3b889fc4826297d8cc4fa39d9,customer,178-65-8189,402676,Michael,9731 Miller Gardens,Fork,SC,29543,34.2873,-79.2501,US,Chartered public finance accountant,208.112.177.223,harmonmarcia@gmail.com,171-656-6649-0132,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),entertainment,656.86,LKR,fraud_Upton PLC
0,2023-01-22T05:07:49Z,2023-01-22T05:07:49Z,10fa3e2fd2a2c915829cbf3a6a070df17,customer,301-38-5547,601160,Andrew,17584 Shepard Trail Apt. 972,Dougherty,TX,79231,33.9446,-101.0922,US,Tax inspector,206.120.111.23,jacksonkim@johnson.com,693-844-6858-2937,Opera/9.43.(Windows NT 6.1; nds-NL) Presto/2.9.161 Version/10.00,entertainment,6.01,AZN,fraud_Stark-Batz
0,2022-11-22T15:23:54Z,2022-11-22T15:23:54Z,11098845f47f23fa45cd895657f81909f,customer,618-23-0109,477893,Ian,1508 Lindsey Courts Apt. 248,Culloden,GA,31016,32.9003,-84.0626,US,Geographical information systems officer,45.5.48.217,millernicole@wiley-jimenez.com,506-073-5909-444,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0; rv:1.9.6.20) Gecko/2018-06-01 08:11:59 Firefox/3.6.10,gas_transport,54.75,COP,fraud_Kuvalis Ltd
0,2023-02-19T19:31:46Z,2023-02-19T19:31:46Z,110dd8fcd5b3034526939aa856c8aa12b,customer,103-53-6245,384151,Timothy,331 Chelsea Stream,Bath,SD,57427,45.4564,-98.3552,US,"Scientist, audiological",204.176.251.42,qcook@hotmail.com,328-650-3436-4491,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/35.0.845.0 Safari/533.2",entertainment,56.8,SZL,"fraud_Welch, Rath and Koepp"
1,2022-11-20T19:29:39Z,2022-11-20T19:29:39Z,111307f8a2df9673286b139f45a6d737f,customer,580-74-3279,348367,Douglas,5599 Andrew Square,San Antonio,TX,78235,29.3494,-98.4422,US,Food technologist,6.32.184.4,anna84@kane.com,151-011-6074,Opera/8.52.(X11; Linux i686; bho-IN) Presto/2.9.162 Version/10.00,misc_net,709.49,IQD,"fraud_Rohan, White and Aufderhar"
0,2023-02-11T04:59:18Z,2023-02-11T04:59:18Z,1113b197f6ebf655af56b7bf9d6324e13,customer,832-65-2590,414501,Aaron,6223 Darrell Ramp Apt. 397,Custer,WI,54423,44.5662,-89.4153,US,Retail buyer,182.25.84.72,kevinadams@gmail.com,826-067-2353,"Mozilla/5.0 (Windows 98) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/30.0.854.0 Safari/531.2",food_dining,58.25,SHP,fraud_Haag-Blanda
0,2022-12-13T09:42:14Z,2022-12-13T09:42:14Z,111de38492fdc67517908db1694fed3e7,customer,558-20-0244,601103,Tiffany,93569 Ross Hollow Apt. 740,Kaukauna,WI,54130,44.2956,-88.2717,US,"Engineer, control and instrumentation",119.138.47.205,willissamuel@gmail.com,877-231-5474-57250,Opera/8.64.(Windows NT 5.01; or-IN) Presto/2.9.162 Version/11.00,personal_care,25.08,HTG,fraud_Baumbach Ltd
0,2023-02-28T08:33:58Z,2023-02-28T08:33:58Z,1120e1ab2d94418ffdb02303a7605d501,customer,125-42-2556,499512,Scott,473 Carney Gardens,Mansfield Center,CT,6250,41.7698,-72.2011,US,"Editor, magazine features",151.54.185.49,hensleybrittany@yahoo.com,881-109-8786,Opera/8.90.(X11; Linux i686; fil-PH) Presto/2.9.182 Version/12.00,kids_pets,66.39,LBP,fraud_Schimmel-Olson
0,2023-02-27T17:26:09Z,2023-02-27T17:26:09Z,113b793266076a507f1eb42373f96c56a,customer,267-85-7586,357961,Rick,688 Simmons Divide Suite 820,Minneapolis,MN,55443,45.1194,-93.3431,US,Ship broker,55.112.91.105,jacobosborne@martinez.org,691-852-5329,Opera/8.76.(Windows NT 6.1; et-EE) Presto/2.9.163 Version/10.00,kids_pets,107.77,CUP,"fraud_Metz, Russel and Metz"
0,2023-02-27T12:25:06Z,2023-02-27T12:25:06Z,114b5d4b852f7a9a64c846b7f176eb182,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,home,77.34,PKR,fraud_Lynch-Wisozk
1,2022-12-23T19:58:03Z,2022-12-23T19:58:03Z,114f045a2d1060c7d5142430b00e81f29,customer,301-38-5547,601160,Andrew,17584 Shepard Trail Apt. 972,Dougherty,TX,79231,33.9446,-101.0922,US,Tax inspector,206.120.111.23,jacksonkim@johnson.com,693-844-6858-2937,Opera/9.43.(Windows NT 6.1; nds-NL) Presto/2.9.161 Version/10.00,grocery_pos,318.27,LRD,fraud_Kiehn Inc
0,2022-11-27T06:17:09Z,2022-11-27T06:17:09Z,11569870d26f18325c0d476b219c5f3f8,customer,812-83-9557,601195,Joe,4337 Julia Park Suite 722,Austin,TX,78721,30.2721,-97.6868,US,"Engineer, technical sales",167.230.238.237,whitebryan@yahoo.com,7806421650,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),personal_care,62.74,LRD,fraud_Dickinson Ltd
1,2023-02-17T20:17:23Z,2023-02-17T20:17:23Z,11668f48d3f7e31ad7dc2284ac83ee433,customer,412-03-0350,497472,Jamie,1784 Luna Run,Girardville,PA,17935,40.7922,-76.2858,US,"Civil engineer, consulting",41.102.80.95,renee34@gutierrez.info,1-048-882-2296-90654,Mozilla/5.0 (Android 5.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,grocery_pos,316.61,ISK,fraud_Kutch and Sons
0,2023-02-26T20:30:56Z,2023-02-26T20:30:56Z,11710025ed6344e5bc3d283df227b4783,customer,044-91-4443,353986,Steven,0674 Reginald Ville Apt. 682,Desha,AR,72527,35.7411,-91.6985,US,Barrister's clerk,161.130.203.124,dsullivan@delacruz.com,1-365-546-9781,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nb-NO) AppleWebKit/532.20.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.20.4",health_fitness,6.98,BRL,"fraud_Klocko, Runolfsdottir and Breitenberg"
0,2022-12-24T12:10:04Z,2022-12-24T12:10:04Z,117688fbf4f95cb05444a9fd41685791e,customer,051-22-1849,358843,Christine,1055 Brown Lock,Drytown,CA,95699,38.4411,-120.8533,US,Television/film/video producer,215.42.57.75,greendennis@nelson-cook.com,1-309-771-5092-528,Opera/9.78.(Windows NT 6.0; hsb-DE) Presto/2.9.162 Version/10.00,misc_net,82.06,MOP,fraud_Miller-Harris
0,2023-02-27T22:29:52Z,2023-02-27T22:29:52Z,11b36b90ace616c3b59a02e4294c9a2ce,customer,584-17-2706,303195,Carolyn,523 Christian Views,Arbuckle,CA,95912,39.0138,-122.0274,US,"Designer, ceramics/pottery",184.239.88.36,ydeleon@kelley-smith.com,001-396-9776-1443,Opera/8.81.(X11; Linux i686; bo-CN) Presto/2.9.187 Version/11.00,travel,3.66,PGK,fraud_Romaguera and Sons
1,2023-01-06T16:10:30Z,2023-01-06T16:10:30Z,11bc7ab35a7642403869717a9a4542e63,customer,496-61-7679,348155,Karen,3483 Cunningham Meadows Suite 159,Medway,ME,4460,45.607,-68.5227,US,"Programmer, applications",201.197.185.225,zachary40@greene-johns.com,1-801-966-9940-007,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/22.0.883.0 Safari/534.2",home,42.71,USD,fraud_Collier LLC
0,2023-01-23T08:42:50Z,2023-01-23T08:42:50Z,11c174f64946dd2b84f6f4c702170dfb4,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,entertainment,79.98,ALL,fraud_Lind-Buckridge
0,2023-02-06T14:23:37Z,2023-02-06T14:23:37Z,11ef6e3db079d73b5e7f6352bad79d7fe,customer,618-23-0109,477893,Ian,1508 Lindsey Courts Apt. 248,Culloden,GA,31016,32.9003,-84.0626,US,Geographical information systems officer,45.5.48.217,millernicole@wiley-jimenez.com,506-073-5909-444,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0; rv:1.9.6.20) Gecko/2018-06-01 08:11:59 Firefox/3.6.10,entertainment,44.75,STD,fraud_Effertz LLC
0,2022-11-29T13:19:32Z,2022-11-29T13:19:32Z,11f6bff994be1a82f83e9ef26e79b9af2,customer,412-89-9730,374567,Lindsey,7517 Jon Shores Apt. 113,Combes,TX,78535,26.2451,-97.7416,US,Advertising art director,44.127.31.208,jwalters@yahoo.com,322-719-1570-941,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/24.0.891.0 Mobile/49E558 Safari/536.0",grocery_pos,80.6,LAK,fraud_Cole PLC
0,2022-12-13T06:46:55Z,2022-12-13T06:46:55Z,122a59c81f1ced9f9bb8ecf069332f4d5,customer,089-34-9633,454222,Desiree,729 Jason Manors Suite 015,Ririe,ID,83443,43.5197,-111.5266,US,Tax inspector,221.12.101.114,christophergarcia@hall.info,+1-855-996-0547,Opera/9.73.(X11; Linux x86_64; mt-MT) Presto/2.9.168 Version/10.00,entertainment,9.03,ZWD,"fraud_Welch, Rath and Koepp"
0,2023-01-23T07:04:55Z,2023-01-23T07:04:55Z,122b05236447e4f2bfe914a1843c83ddd,customer,412-89-9730,374567,Lindsey,7517 Jon Shores Apt. 113,Combes,TX,78535,26.2451,-97.7416,US,Advertising art director,44.127.31.208,jwalters@yahoo.com,322-719-1570-941,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/24.0.891.0 Mobile/49E558 Safari/536.0",misc_pos,711.34,UGX,fraud_Eichmann-Russel
1,2022-12-20T04:56:44Z,2022-12-20T04:56:44Z,1238c9972c1ae9995e0c56885add4b954,customer,168-05-1492,354461,Robert,5104 Jacob Dale Suite 035,Fieldon,IL,62031,39.1086,-90.5297,US,Water quality scientist,183.218.47.178,nicholas99@johnson.info,+1-616-672-7322,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_7 rv:5.0; ms-MY) AppleWebKit/534.7.3 (KHTML, like Gecko) Version/5.1 Safari/534.7.3",food_dining,68.34,KWD,fraud_Schulist Ltd
0,2023-01-09T20:36:02Z,2023-01-09T20:36:02Z,124b3d5c1c7cee8400ebb5742bb83c274,customer,096-28-4648,304159,Diane,66923 Fitzgerald Bridge,Cincinnati,OH,45204,39.0963,-84.5719,US,Investment analyst,190.20.57.26,melissa29@santos.com,+1-722-401-1678,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),health_fitness,161.47,IRR,fraud_Waters-Cruickshank
0,2023-01-09T08:29:22Z,2023-01-09T08:29:22Z,124ec602be3f4769b8ad393a61ab6e803,customer,284-54-4724,305600,Andrew,6616 Estes Lakes Apt. 296,Dixon,IA,52745,41.7113,-90.7553,US,Art therapist,209.2.157.39,michaelmays@bryan.com,+1-820-758-6046,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.9l2362.0 Mobile/34R637 Safari/533.2",misc_pos,6.71,FJD,fraud_Hermann-Gaylord
1,2022-12-07T11:21:34Z,2022-12-07T11:21:34Z,125bdbe1bd1ffb746b92b6dc97c33aab2,customer,618-23-0109,477893,Ian,1508 Lindsey Courts Apt. 248,Culloden,GA,31016,32.9003,-84.0626,US,Geographical information systems officer,45.5.48.217,millernicole@wiley-jimenez.com,506-073-5909-444,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0; rv:1.9.6.20) Gecko/2018-06-01 08:11:59 Firefox/3.6.10,gas_transport,84.0,IRR,fraud_Friesen-D'Amore
0,2023-02-08T12:31:41Z,2023-02-08T12:31:41Z,125d5a620764ecc975232bdeee2c65974,customer,496-61-7679,348155,Karen,3483 Cunningham Meadows Suite 159,Medway,ME,4460,45.607,-68.5227,US,"Programmer, applications",201.197.185.225,zachary40@greene-johns.com,1-801-966-9940-007,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/22.0.883.0 Safari/534.2",home,32.82,CVE,fraud_Stark-Koss
0,2023-02-27T14:11:36Z,2023-02-27T14:11:36Z,126e1bf09cae0cd530f34fb1f63083eb3,customer,412-89-9730,374567,Lindsey,7517 Jon Shores Apt. 113,Combes,TX,78535,26.2451,-97.7416,US,Advertising art director,44.127.31.208,jwalters@yahoo.com,322-719-1570-941,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/24.0.891.0 Mobile/49E558 Safari/536.0",home,11.58,BTN,fraud_Gulgowski LLC
1,2022-12-11T17:24:04Z,2022-12-11T17:24:04Z,12722db86a4d533ad57b63254f0ea8833,customer,777-07-5349,501810,Amber,099 Murphy River,Rhodell,WV,25915,37.6254,-81.2749,US,Furniture designer,207.51.245.177,gonzaleslinda@gmail.com,5317057541,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),health_fitness,8.69,MVR,fraud_Reilly and Sons
0,2022-12-18T05:12:44Z,2022-12-18T05:12:44Z,128223b08a59be5d03a3e680f6e941375,customer,455-54-9050,412156,Christina,884 Victoria Ways,Peachtree City,GA,30269,33.3915,-84.5635,US,Dispensing optician,130.40.143.57,pamprice@perez-owens.net,+1-254-453-7862,Opera/8.24.(Windows 98; Win 9x 4.90; mhr-RU) Presto/2.9.185 Version/10.00,home,42.78,RWF,"fraud_O'Reilly, Mohr and Purdy"
0,2023-01-07T21:56:29Z,2023-01-07T21:56:29Z,128b3faaf761538b1797d46225e3f207b,customer,267-85-7586,357961,Rick,688 Simmons Divide Suite 820,Minneapolis,MN,55443,45.1194,-93.3431,US,Ship broker,55.112.91.105,jacobosborne@martinez.org,691-852-5329,Opera/8.76.(Windows NT 6.1; et-EE) Presto/2.9.163 Version/10.00,grocery_net,41.19,PYG,fraud_VonRueden Group
0,2023-01-02T00:34:35Z,2023-01-02T00:34:35Z,12935f6ed31efe591105cc843dd6e2eb6,customer,051-22-1849,358843,Christine,1055 Brown Lock,Drytown,CA,95699,38.4411,-120.8533,US,Television/film/video producer,215.42.57.75,greendennis@nelson-cook.com,1-309-771-5092-528,Opera/9.78.(Windows NT 6.0; hsb-DE) Presto/2.9.162 Version/10.00,personal_care,22.17,VND,"fraud_Zemlak, Tillman and Cremin"
0,2022-12-18T12:23:42Z,2022-12-18T12:23:42Z,129b03719853a0161c7f316053ee5c0fd,customer,618-23-0109,477893,Ian,1508 Lindsey Courts Apt. 248,Culloden,GA,31016,32.9003,-84.0626,US,Geographical information systems officer,45.5.48.217,millernicole@wiley-jimenez.com,506-073-5909-444,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0; rv:1.9.6.20) Gecko/2018-06-01 08:11:59 Firefox/3.6.10,misc_net,2.7,WST,"fraud_Parisian, Schiller and Altenwerth"
0,2023-01-13T14:14:56Z,2023-01-13T14:14:56Z,12acbd3b80a23d08f39fa2bdaabb6d494,customer,412-89-9730,374567,Lindsey,7517 Jon Shores Apt. 113,Combes,TX,78535,26.2451,-97.7416,US,Advertising art director,44.127.31.208,jwalters@yahoo.com,322-719-1570-941,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/24.0.891.0 Mobile/49E558 Safari/536.0",entertainment,25.42,CLP,"fraud_Cormier, Stracke and Thiel"
0,2022-12-26T19:19:45Z,2022-12-26T19:19:45Z,12d7fdcacf05dcb508bf79d0000d08b59,customer,267-85-7586,357961,Rick,688 Simmons Divide Suite 820,Minneapolis,MN,55443,45.1194,-93.3431,US,Ship broker,55.112.91.105,jacobosborne@martinez.org,691-852-5329,Opera/8.76.(Windows NT 6.1; et-EE) Presto/2.9.163 Version/10.00,grocery_net,12.25,LRD,fraud_Hintz-Bruen
0,2022-12-05T12:14:11Z,2022-12-05T12:14:11Z,12fe0a76b3a209fedf3fb2464e844104a,customer,558-20-0244,601103,Tiffany,93569 Ross Hollow Apt. 740,Kaukauna,WI,54130,44.2956,-88.2717,US,"Engineer, control and instrumentation",119.138.47.205,willissamuel@gmail.com,877-231-5474-57250,Opera/8.64.(Windows NT 5.01; or-IN) Presto/2.9.162 Version/11.00,home,46.83,TZS,"fraud_Wuckert, Wintheiser and Friesen"
1,2022-12-13T06:54:38Z,2022-12-13T06:54:38Z,1303aff31430e6da332875e178bdd9087,customer,034-06-3427,474674,Samantha,610 Hayes Mountains,Buffalo Center,IA,50424,43.3732,-93.9376,US,Hydrographic surveyor,130.166.240.172,toddvelazquez@gmail.com,358-502-8374-7635,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:5.0; ja-JP) AppleWebKit/532.13.2 (KHTML, like Gecko) Version/4.0.4 Safari/532.13.2",gas_transport,50.06,TMT,fraud_Bins-Rice
1,2022-11-28T23:31:27Z,2022-11-28T23:31:27Z,1324e623992fa2ec3d3f45b211758aada,customer,669-32-0426,402865,Michael,4302 Julie Lights Apt. 850,Nielsville,MN,56568,47.5373,-96.7574,US,Higher education lecturer,56.106.48.126,kingstefanie@washington.biz,1-621-961-8711-6068,"Mozilla/5.0 (Windows 95) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/54.0.893.0 Safari/531.2",shopping_pos,810.07,KWD,"fraud_Bernhard, Grant and Langworth"
0,2023-02-05T00:54:32Z,2023-02-05T00:54:32Z,133218c749fa97c30bb5d9dec985c26fe,customer,676-74-6828,483376,Joann,2630 Frye Dam Apt. 747,Buckeye,AZ,85396,33.468,-112.4787,US,Automotive engineer,28.121.198.169,colondouglas@williams.org,+1-688-862-3307,Opera/8.91.(Windows NT 6.0; kok-IN) Presto/2.9.183 Version/10.00,entertainment,175.33,XAF,fraud_Beier LLC
0,2023-02-26T18:03:42Z,2023-02-26T18:03:42Z,13352e13c47940ffb9b4d31251f810620,customer,558-20-0244,601103,Tiffany,93569 Ross Hollow Apt. 740,Kaukauna,WI,54130,44.2956,-88.2717,US,"Engineer, control and instrumentation",119.138.47.205,willissamuel@gmail.com,877-231-5474-57250,Opera/8.64.(Windows NT 5.01; or-IN) Presto/2.9.162 Version/11.00,misc_pos,8.84,VND,fraud_Stamm-Rodriguez
1,2022-12-03T20:34:25Z,2022-12-03T20:34:25Z,13435ea62893b30f50692ab3a174eba11,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,shopping_pos,122.7,SHP,"fraud_Haley, Jewess and Bechtelar"
