ip_address,email_address,EVENT_TIMESTAMP,EVENT_LABEL
71.148.91.140,fake_danielcline@example.org,2022-12-25T13:10:18Z,legit
142.126.42.47,fake_johnmoss@example.org,2022-06-08T15:04:18Z,legit
96.65.238.191,fake_allen26@example.org,2022-08-24T02:02:18Z,legit
35.135.21.137,fake_christina64@example.org,2022-08-11T11:34:18Z,legit
11.222.213.194,fake_gravesdana@example.com,2022-06-13T22:06:18Z,legit
78.179.153.42,fake_tara43@example.net,2022-09-30T04:44:18Z,legit
209.225.244.95,fake_ksoto@example.net,2022-08-31T23:13:18Z,legit
30.252.183.216,fake_stevensoncharlotte@example.org,2022-03-12T09:10:18Z,legit
176.218.17.112,fake_smithclayton@example.com,2022-04-08T13:48:18Z,legit
82.113.73.191,fake_sierra88@example.net,2022-11-19T15:12:18Z,legit
209.225.244.95,fake_dominguezcorey@example.com,2022-03-20T11:05:18Z,legit
134.112.23.2,fake_sfrancis@example.org,2023-01-23T17:34:18Z,legit
157.97.223.250,fake_conniebenson@example.com,2023-02-06T03:38:18Z,legit
103.157.16.47,fake_uthomas@example.net,2022-11-04T06:21:18Z,legit
27.42.250.130,fake_eddieblackwell@example.com,2022-10-23T12:20:18Z,legit
157.97.223.250,fake_vincent13@example.com,2022-12-10T13:58:18Z,legit
169.113.77.226,fake_velasquezjonathan@example.com,2022-12-26T02:51:18Z,legit
32.148.84.251,fake_mcantu@example.org,2023-02-25T21:26:18Z,legit
89.184.149.46,fake_nancy31@example.org,2022-11-28T02:55:18Z,legit
178.234.124.127,fake_thomasjacob@example.com,2022-12-16T12:35:18Z,legit
81.232.57.231,fake_jamessims@example.net,2022-11-26T15:08:18Z,legit
80.144.39.167,fake_grant08@example.org,2022-03-12T04:01:18Z,legit
198.223.24.11,fake_ashleycarlson@example.org,2022-03-22T20:36:18Z,legit
77.112.59.125,fake_devinwalker@example.net,2023-01-13T02:15:18Z,legit
61.117.191.38,fake_davisanthony@example.org,2022-10-11T00:18:18Z,legit
114.125.210.13,fake_elizabeth53@example.net,2022-10-21T04:03:18Z,legit
61.117.191.38,fake_melissa42@example.org,2022-09-15T19:43:18Z,legit
115.73.92.47,fake_pruittkyle@example.org,2022-08-19T20:58:18Z,legit
114.205.232.6,fake_qgomez@example.net,2022-12-05T00:56:18Z,legit
51.227.4.105,fake_mccoyjeffrey@example.net,2022-09-14T01:29:18Z,legit
124.199.26.246,fake_davisanthony@example.org,2022-08-02T08:12:18Z,legit
164.68.143.229,fake_larsonkatherine@example.com,2022-04-04T12:59:18Z,legit
118.59.100.28,fake_kendrajohnson@example.org,2022-03-22T06:30:18Z,legit
191.246.116.203,fake_xmccoy@example.org,2022-10-07T04:22:18Z,legit
20.76.140.150,fake_cassidy15@example.org,2022-05-04T11:16:18Z,legit
209.225.244.95,fake_ingramsandra@example.org,2023-01-25T10:10:18Z,legit
14.152.164.126,fake_jaymartin@example.org,2023-03-05T20:15:18Z,legit
163.34.126.75,fake_qpowell@example.org,2023-01-04T10:45:18Z,legit
131.110.149.117,fake_gomezmichael@example.net,2022-06-04T13:45:18Z,legit
36.183.187.110,fake_jschneider@example.org,2022-09-27T20:21:18Z,legit
172.223.225.65,fake_lisataylor@example.net,2022-06-28T20:31:18Z,legit
199.226.252.212,fake_lclayton@example.net,2023-01-19T16:10:18Z,fraud
194.249.137.3,fake_larrymendez@example.org,2022-05-28T06:30:18Z,legit
19.133.125.11,fake_agomez@example.com,2022-12-31T16:17:18Z,legit
206.36.61.52,fake_irodriguez@example.net,2023-03-02T09:15:18Z,legit
74.133.15.41,fake_joe71@example.net,2022-07-18T12:28:18Z,legit
141.68.66.185,fake_breanna31@example.org,2022-07-23T06:28:18Z,legit
172.74.42.174,fake_sergio63@example.com,2022-10-05T23:49:18Z,legit
186.220.154.184,fake_elizabethking@example.net,2023-02-04T03:12:18Z,legit
22.204.34.118,fake_richardnguyen@example.org,2022-10-13T21:15:18Z,legit
203.54.230.254,fake_randythomas@example.org,2022-11-04T15:35:18Z,legit
149.33.76.220,fake_chelsey46@example.net,2022-05-26T10:41:18Z,legit
173.241.211.138,fake_michael48@example.com,2022-05-15T19:24:18Z,legit
112.227.15.200,fake_debracook@example.com,2023-02-05T04:19:18Z,legit
128.9.100.94,fake_udeleon@example.org,2022-08-31T17:55:18Z,legit
184.11.145.29,fake_brittany34@example.org,2022-09-13T23:19:18Z,legit
77.112.59.125,fake_lshah@example.org,2022-08-20T21:10:18Z,legit
204.249.92.251,fake_wellsryan@example.com,2022-03-20T13:03:18Z,legit
118.154.239.108,fake_reedcurtis@example.net,2022-12-01T14:28:18Z,legit
136.85.33.64,fake_sharon35@example.org,2022-04-13T17:38:18Z,legit
81.70.197.126,fake_ian67@example.org,2022-03-28T16:52:18Z,legit
118.164.255.203,fake_charleswilliams@example.org,2022-10-10T03:00:18Z,legit
81.70.197.126,fake_joe53@example.net,2022-09-07T05:38:18Z,legit
45.109.194.210,fake_rlee@example.com,2023-02-25T05:16:18Z,legit
77.117.108.27,fake_carrie13@example.com,2022-12-03T16:19:18Z,legit
206.209.130.169,fake_christina26@example.net,2022-08-10T20:38:18Z,legit
171.162.34.201,fake_varcher@example.com,2022-10-06T04:18:18Z,legit
30.252.183.216,fake_elizabethking@example.net,2022-07-30T07:36:18Z,legit
6.149.33.202,fake_jessica42@example.org,2022-05-01T19:11:18Z,legit
195.4.154.235,fake_john94@example.net,2022-04-27T00:39:18Z,legit
101.62.237.205,fake_lhartman@example.org,2023-01-31T16:48:18Z,legit
174.191.184.108,fake_hendersoncynthia@example.net,2022-12-11T11:53:18Z,legit
218.137.118.131,fake_susan27@example.org,2022-10-26T01:31:18Z,legit
86.48.14.171,fake_nsmith@example.org,2023-02-18T03:59:18Z,legit
177.57.235.97,fake_jonathananderson@example.net,2022-06-17T03:18:18Z,fraud
173.241.211.138,fake_stevenjohnson@example.org,2022-12-06T02:29:18Z,legit
189.214.48.44,fake_callen@example.org,2022-07-06T15:36:18Z,fraud
1.67.216.105,fake_grant08@example.org,2023-01-24T13:15:18Z,legit
217.129.55.45,fake_qsmith@example.com,2022-04-22T09:11:18Z,legit
180.67.41.0,fake_npatterson@example.org,2022-12-31T15:25:18Z,legit
209.75.47.8,fake_jamesking@example.net,2022-08-31T15:18:18Z,legit
115.73.92.47,fake_johnsonjason@example.net,2022-05-18T19:52:18Z,legit
70.21.101.181,fake_berryderek@example.net,2022-11-07T20:14:18Z,legit
5.219.66.155,fake_nharper@example.net,2022-04-02T22:33:18Z,fraud
28.253.145.111,fake_wmata@example.org,2023-02-12T05:29:18Z,legit
203.226.155.163,fake_michaelmarshall@example.org,2022-03-18T05:19:18Z,legit
197.17.113.84,fake_ian67@example.org,2022-04-09T01:50:18Z,legit
207.121.144.59,fake_deborah79@example.net,2022-12-02T16:28:18Z,legit
108.51.232.130,fake_robinsoncarol@example.net,2022-10-24T17:40:18Z,legit
69.156.222.50,fake_brownwhitney@example.net,2022-09-04T12:43:18Z,legit
184.138.87.101,fake_iaustin@example.org,2022-10-07T12:02:18Z,legit
50.246.191.3,fake_patrickperry@example.org,2022-03-15T04:52:18Z,legit
36.183.187.110,fake_feliciacraig@example.org,2022-11-06T20:21:18Z,legit
133.158.4.252,fake_brentdoyle@example.org,2023-02-18T23:41:18Z,legit
217.241.229.41,fake_adamanderson@example.org,2022-07-04T09:22:18Z,legit
201.31.89.29,fake_uanderson@example.org,2022-03-12T15:56:18Z,legit
221.88.17.160,fake_markmartinez@example.com,2022-08-21T22:32:18Z,legit
82.181.146.171,fake_richardcamacho@example.net,2022-04-06T00:58:18Z,legit
201.31.89.29,fake_xschwartz@example.net,2022-10-24T16:02:18Z,legit
3.48.69.244,fake_tabitha72@example.com,2022-03-12T10:49:18Z,legit
14.215.192.162,fake_callen@example.org,2022-08-31T04:41:18Z,legit
111.183.167.118,fake_ybutler@example.net,2023-02-27T06:50:18Z,legit
1.39.99.125,fake_nguyenmelvin@example.net,2022-10-14T08:42:18Z,legit
138.156.38.109,fake_thomas15@example.org,2022-11-26T19:02:18Z,legit
112.227.15.200,fake_tammy61@example.org,2022-07-13T01:08:18Z,legit
160.238.95.167,fake_kimberly54@example.org,2022-08-16T17:29:18Z,legit
65.96.152.255,fake_matthew27@example.net,2022-08-04T15:21:18Z,legit
102.235.138.35,fake_andrea22@example.com,2022-09-11T23:37:18Z,legit
99.123.99.197,fake_mark16@example.net,2022-07-15T01:01:18Z,legit
184.86.37.207,fake_douglas80@example.net,2022-11-09T09:15:18Z,fraud
16.31.244.178,fake_callen@example.org,2022-12-22T16:49:18Z,legit
131.61.26.162,fake_nmartinez@example.org,2023-01-19T14:40:18Z,legit
69.156.222.50,fake_kimberlysmith@example.net,2023-03-04T01:13:18Z,legit
10.142.133.244,fake_irobbins@example.net,2023-02-03T07:10:18Z,legit
175.182.49.223,fake_martha72@example.com,2022-09-09T23:53:18Z,legit
166.16.165.196,fake_wrice@example.com,2022-10-04T07:58:18Z,legit
83.177.133.184,fake_nancy31@example.org,2022-04-20T08:50:18Z,legit
20.76.140.150,fake_callen@example.org,2022-07-18T04:15:18Z,legit
176.253.129.24,fake_emmaliu@example.com,2022-10-14T03:46:18Z,legit
6.190.86.47,fake_varcher@example.com,2023-01-01T21:46:18Z,legit
172.223.225.65,fake_gailwhite@example.net,2022-06-29T05:53:18Z,legit
42.139.215.12,fake_knewman@example.net,2023-01-27T20:11:18Z,legit
167.6.100.21,fake_cwright@example.net,2022-04-25T21:26:18Z,legit
163.34.126.75,fake_angelaskinner@example.net,2022-09-15T13:37:18Z,legit
204.249.92.251,fake_mlynch@example.com,2022-06-21T02:52:18Z,legit
184.138.87.101,fake_richardsmith@example.net,2022-03-06T22:44:18Z,legit
77.117.108.27,fake_kendrasingleton@example.net,2023-02-12T21:17:18Z,legit
37.236.210.209,fake_llopez@example.net,2023-01-01T00:28:18Z,legit
219.44.221.205,fake_dmyers@example.net,2022-12-14T19:41:18Z,legit
162.120.150.89,fake_gatescurtis@example.net,2022-03-14T23:04:18Z,legit
75.165.22.36,fake_barneseric@example.org,2023-02-18T02:23:18Z,legit
219.44.221.205,fake_davismiguel@example.com,2022-04-24T17:11:18Z,legit
172.223.225.65,fake_gailwhite@example.net,2022-04-24T16:23:18Z,legit
160.226.182.210,fake_steven92@example.org,2022-08-20T01:55:18Z,legit
81.62.114.93,fake_carrie13@example.com,2022-11-28T09:28:18Z,legit
9.1.214.255,fake_ijohnson@example.net,2022-07-07T09:48:18Z,fraud
144.166.100.207,fake_swong@example.com,2022-10-28T10:55:18Z,fraud
177.57.235.97,fake_andrea34@example.com,2022-07-22T05:06:18Z,fraud
38.222.81.147,fake_dale07@example.org,2022-10-06T06:28:18Z,legit
141.68.66.185,fake_rjackson@example.org,2022-07-19T11:14:18Z,legit
209.75.47.8,fake_michael35@example.org,2022-09-01T02:03:18Z,legit
4.20.27.127,fake_victoria52@example.net,2022-08-02T12:54:18Z,fraud
217.129.55.45,fake_nolsen@example.org,2023-01-19T05:01:18Z,legit
186.220.154.184,fake_cheyenne26@example.net,2022-03-17T15:32:18Z,legit
118.59.100.28,fake_ewilson@example.net,2022-09-28T08:02:18Z,legit
25.211.157.147,fake_zsavage@example.net,2022-07-07T16:25:18Z,legit
12.252.206.222,fake_mcintyrelisa@example.com,2023-02-21T16:32:18Z,legit
7.200.59.86,fake_pporter@example.org,2023-01-17T18:44:18Z,legit
3.159.187.200,fake_xschneider@example.net,2022-06-04T17:35:18Z,legit
160.226.182.210,fake_marygraham@example.net,2022-07-18T03:59:18Z,legit
131.155.202.56,fake_jbaker@example.com,2022-08-18T17:18:18Z,legit
222.130.170.141,fake_mcmillanbrian@example.com,2022-08-18T11:03:18Z,legit
95.44.19.192,fake_kwang@example.net,2022-03-06T13:48:18Z,legit
203.171.228.233,fake_tabitha72@example.com,2022-07-31T03:51:18Z,legit
45.109.194.210,fake_burtonmitchell@example.com,2022-07-01T10:38:18Z,legit
76.191.255.240,fake_allisonrobertson@example.org,2023-01-14T21:35:18Z,legit
22.204.34.118,fake_ibrown@example.com,2022-03-21T22:21:18Z,legit
86.133.170.219,fake_taustin@example.net,2023-02-06T08:49:18Z,legit
61.246.202.105,fake_hernandezlauren@example.org,2023-02-17T13:26:18Z,legit
35.135.21.137,fake_mlynch@example.com,2022-09-08T07:36:18Z,legit
32.195.115.58,fake_kirk05@example.org,2022-11-28T09:12:18Z,fraud
164.94.118.220,fake_terri64@example.net,2022-11-26T11:49:18Z,legit
195.4.154.235,fake_brooke66@example.org,2022-06-11T07:27:18Z,legit
162.29.105.37,fake_brownwhitney@example.net,2022-12-10T07:09:18Z,legit
178.194.133.91,fake_meredith67@example.com,2022-09-27T01:02:18Z,legit
63.50.236.31,fake_mcmillanbrian@example.com,2022-11-18T03:39:18Z,legit
221.155.102.85,fake_foxjohn@example.com,2022-06-27T01:56:18Z,legit
132.11.124.28,fake_qstone@example.com,2023-02-09T07:36:18Z,legit
169.113.77.226,fake_jbaker@example.com,2022-10-01T07:30:18Z,legit
137.185.234.126,fake_ian67@example.org,2022-08-23T18:25:18Z,legit
191.246.116.203,fake_victoria52@example.net,2022-08-03T16:19:18Z,legit
6.149.33.202,fake_ohaynes@example.org,2022-06-20T18:50:18Z,legit
112.227.15.200,fake_hebertdavid@example.org,2023-01-17T01:44:18Z,legit
36.183.187.110,fake_tabitha72@example.com,2022-05-19T00:18:18Z,legit
59.140.191.21,fake_marco35@example.net,2022-04-29T11:33:18Z,legit
157.58.46.177,fake_nicole13@example.org,2022-10-18T06:48:18Z,fraud
59.140.191.21,fake_ustephens@example.org,2022-06-07T14:41:18Z,legit
88.178.193.207,fake_gclark@example.org,2023-02-21T23:58:18Z,legit
97.124.221.77,fake_patricia49@example.net,2023-01-11T11:53:18Z,legit
77.112.59.125,fake_dawsonkatie@example.org,2022-07-04T16:37:18Z,legit
123.63.56.67,fake_perkinsmelissa@example.net,2023-01-14T05:03:18Z,legit
39.70.184.8,fake_sarah13@example.net,2022-03-12T11:07:18Z,legit
19.64.5.73,fake_brandonburke@example.com,2022-08-18T10:30:18Z,legit
91.25.144.227,fake_dtaylor@example.net,2022-10-27T17:43:18Z,legit
212.78.231.255,fake_shawnwillis@example.com,2022-09-02T14:10:18Z,legit
101.217.74.233,fake_david54@example.org,2022-10-29T04:30:18Z,legit
164.64.205.27,fake_brittany34@example.org,2022-07-15T03:45:18Z,legit
210.214.32.176,fake_jaime11@example.com,2022-10-26T16:40:18Z,fraud
35.241.151.100,fake_thomasjose@example.com,2022-07-01T06:11:18Z,legit
19.133.125.11,fake_cassie21@example.org,2022-08-16T10:12:18Z,legit
45.10.200.211,fake_barbaramartinez@example.com,2022-07-29T16:46:18Z,legit
86.221.238.210,fake_damon09@example.org,2022-03-28T03:05:18Z,legit
215.33.107.15,fake_jefferyklein@example.net,2023-01-01T08:04:18Z,legit
176.253.129.24,fake_randalljerry@example.org,2022-12-06T21:53:18Z,legit
63.55.204.228,fake_ifarley@example.com,2022-07-19T11:24:18Z,legit
101.217.74.233,fake_lhobbs@example.net,2022-10-23T07:12:18Z,legit
186.229.87.146,fake_victormoore@example.net,2022-04-10T17:59:18Z,legit
85.115.63.134,fake_evansmargaret@example.org,2022-11-26T16:24:18Z,legit
30.252.183.216,fake_acameron@example.com,2022-05-08T13:01:18Z,legit
35.135.21.137,fake_susan29@example.org,2023-01-26T03:37:18Z,legit
216.44.133.133,fake_edward66@example.net,2022-11-04T06:45:18Z,fraud
221.88.17.160,fake_stephenflores@example.org,2022-05-04T09:59:18Z,legit
218.137.118.131,fake_thamilton@example.org,2022-08-29T10:50:18Z,legit
93.54.115.18,fake_karenbernard@example.net,2022-06-02T23:46:18Z,legit
97.124.221.77,fake_francismiller@example.com,2023-01-08T15:05:18Z,legit
178.65.38.40,fake_cynthia45@example.org,2022-11-24T13:27:18Z,legit
77.112.59.125,fake_brianreilly@example.com,2023-01-18T10:36:18Z,legit
59.140.191.21,fake_veronicalynch@example.com,2022-03-16T07:40:18Z,legit
147.162.167.3,fake_marco35@example.net,2022-12-11T04:20:18Z,legit
123.138.88.78,fake_jenniferjennings@example.org,2022-08-21T15:33:18Z,fraud
65.82.55.101,fake_xmccoy@example.org,2022-05-17T20:43:18Z,legit
69.174.64.205,fake_ronald38@example.net,2022-05-15T19:45:18Z,legit
146.124.21.18,fake_chelsea62@example.net,2022-08-20T08:34:18Z,legit
201.135.223.239,fake_matthewbrock@example.org,2022-12-23T06:38:18Z,legit
135.140.5.65,fake_miguelcooper@example.org,2022-12-06T05:26:18Z,legit
19.145.246.178,fake_swilliamson@example.org,2022-09-18T06:50:18Z,legit
80.144.39.167,fake_gnichols@example.com,2022-10-02T18:42:18Z,legit
35.135.21.137,fake_matthewsdorothy@example.com,2022-10-18T20:39:18Z,fraud
171.121.15.33,fake_timothy43@example.org,2022-03-30T17:18:18Z,fraud
84.42.14.89,fake_mlynch@example.com,2022-05-06T16:43:18Z,legit
219.33.17.22,fake_buckleysean@example.com,2022-07-10T04:02:18Z,legit
30.136.157.21,fake_deannalowe@example.org,2023-01-15T20:06:18Z,fraud
14.152.164.126,fake_barbaracruz@example.com,2022-06-20T05:01:18Z,legit
198.223.24.11,fake_griley@example.com,2022-09-25T17:17:18Z,legit
118.154.239.108,fake_emily44@example.org,2022-10-15T10:48:18Z,legit
69.130.242.115,fake_flynnalexander@example.com,2022-04-25T18:08:18Z,legit
102.153.235.233,fake_varcher@example.com,2023-02-09T17:59:18Z,legit
45.109.194.210,fake_sdorsey@example.net,2022-11-19T14:47:18Z,legit
26.107.191.206,fake_silvamary@example.com,2023-02-12T05:31:18Z,legit
42.183.121.1,fake_bradley65@example.org,2023-01-25T21:04:18Z,legit
212.78.231.255,fake_rlee@example.com,2023-01-21T14:15:18Z,legit
19.145.246.178,fake_griffinrachel@example.com,2022-06-17T19:57:18Z,legit
63.166.190.80,fake_qhiggins@example.org,2022-06-02T20:42:18Z,legit
16.57.141.126,fake_damon09@example.org,2022-09-29T20:58:18Z,legit
173.52.37.187,fake_ndelgado@example.org,2023-02-05T10:23:18Z,legit
62.65.182.78,fake_ronald38@example.net,2023-02-23T14:10:18Z,legit
14.155.86.55,fake_jamesjones@example.net,2022-07-02T22:42:18Z,legit
94.84.253.142,fake_pruittkyle@example.org,2022-04-21T02:45:18Z,legit
210.200.143.131,fake_allen57@example.org,2022-03-28T19:57:18Z,legit
217.0.199.53,fake_jacksonamber@example.net,2022-05-27T03:42:18Z,legit
59.9.240.163,fake_kdominguez@example.net,2022-06-23T23:30:18Z,legit
30.252.183.216,fake_qguerrero@example.org,2022-07-25T17:20:18Z,legit
140.129.63.168,fake_crawfordkimberly@example.net,2022-09-24T18:38:18Z,legit
131.50.199.206,fake_shawkelly@example.org,2022-05-31T00:46:18Z,legit
102.153.235.233,fake_matthew12@example.net,2022-10-19T07:28:18Z,legit
50.246.191.3,fake_kaufmanpeter@example.com,2022-11-04T02:23:18Z,legit
163.34.126.75,fake_audrey70@example.net,2022-05-29T03:01:18Z,legit
63.50.236.31,fake_jonathananderson@example.net,2022-09-20T01:53:18Z,legit
125.113.90.156,fake_brittany54@example.org,2022-03-23T07:59:18Z,legit
214.92.243.60,fake_apitts@example.com,2023-01-19T21:30:18Z,legit
65.246.20.5,fake_acostasusan@example.org,2023-01-12T14:34:18Z,legit
97.124.221.77,fake_pporter@example.org,2022-12-08T23:57:18Z,legit
101.217.74.233,fake_davisanthony@example.org,2022-09-07T00:55:18Z,legit
164.94.118.220,fake_allenmegan@example.net,2022-12-17T02:09:18Z,legit
223.40.67.12,fake_joshuamcintyre@example.com,2022-05-10T22:28:18Z,legit
45.109.194.210,fake_jbaker@example.com,2022-08-30T03:29:18Z,legit
203.171.228.233,fake_halerhonda@example.org,2023-02-23T12:56:18Z,legit
52.141.175.135,fake_kwalsh@example.com,2022-09-26T07:52:18Z,legit
94.84.253.142,fake_ksoto@example.net,2023-01-30T01:57:18Z,legit
89.184.149.46,fake_nathan47@example.org,2022-11-25T11:15:18Z,legit
175.178.117.112,fake_howardraymond@example.com,2022-11-30T16:24:18Z,fraud
55.144.167.147,fake_franklincarrie@example.com,2022-04-07T00:41:18Z,legit
164.94.118.220,fake_mgarcia@example.net,2022-04-27T21:58:18Z,legit
31.98.102.104,fake_wilkersonjacqueline@example.com,2022-10-06T08:32:18Z,legit
69.156.222.50,fake_larrywalton@example.com,2022-06-29T06:35:18Z,legit
149.33.76.220,fake_jeffreysmith@example.net,2022-03-20T14:41:18Z,legit
49.56.119.128,fake_michelle42@example.net,2022-10-05T16:24:18Z,legit
35.13.58.190,fake_robinsoncarol@example.net,2022-06-25T10:21:18Z,legit
69.130.242.115,fake_estesalyssa@example.com,2022-03-12T21:04:18Z,legit
191.246.116.203,fake_benjamincarroll@example.com,2022-04-22T23:53:18Z,legit
43.149.231.236,fake_cgrant@example.net,2022-07-23T18:02:18Z,legit
74.133.15.41,fake_pbell@example.net,2022-03-21T09:47:18Z,legit
215.236.243.90,fake_tiffany56@example.com,2022-03-25T14:55:18Z,legit
185.242.170.189,fake_woodcraig@example.com,2022-11-08T11:42:18Z,legit
49.160.103.59,fake_fowlerjames@example.com,2022-12-12T07:21:18Z,legit
12.252.206.222,fake_conniebenson@example.com,2022-04-24T23:24:18Z,legit
217.129.55.45,fake_crawfordkimberly@example.net,2023-01-14T15:47:18Z,legit
29.94.204.130,fake_alexander92@example.com,2022-10-09T08:20:18Z,legit
13.201.40.178,fake_jacksonpeggy@example.net,2022-07-17T15:03:18Z,legit
61.117.191.38,fake_jacksonamber@example.net,2023-03-06T04:18:18Z,legit
86.48.14.171,fake_douglas80@example.net,2022-08-30T06:02:18Z,legit
28.253.145.111,fake_lesliestewart@example.org,2022-05-26T02:16:18Z,legit
180.160.161.186,fake_briannamoore@example.net,2022-06-24T23:44:18Z,legit
74.115.118.43,fake_laurawelch@example.com,2022-11-13T16:48:18Z,legit
91.171.82.44,fake_mmiller@example.com,2022-05-12T06:00:18Z,legit
115.73.92.47,fake_timothyanderson@example.org,2022-09-02T22:55:18Z,legit
35.207.109.37,fake_sromero@example.net,2023-01-25T15:01:18Z,legit
50.246.191.3,fake_lcook@example.org,2022-09-30T15:25:18Z,legit
56.121.237.180,fake_perezrebecca@example.org,2022-03-19T06:39:18Z,legit
216.71.121.134,fake_cindy08@example.net,2022-05-04T13:48:18Z,legit
86.221.238.210,fake_susan27@example.org,2022-11-16T12:39:18Z,legit
134.112.23.2,fake_billy22@example.com,2022-03-13T04:30:18Z,legit
115.73.92.47,fake_ramosjames@example.com,2022-11-09T08:45:18Z,legit
221.88.17.160,fake_kerryhill@example.org,2022-05-09T00:10:18Z,legit
83.48.114.101,fake_ronaldwong@example.com,2022-08-11T10:04:18Z,legit
5.11.55.72,fake_rebecca54@example.net,2022-06-30T03:48:18Z,legit
74.115.118.43,fake_sarah13@example.net,2022-09-30T04:39:18Z,legit
92.1.138.12,fake_murrayrebecca@example.com,2022-06-19T20:16:18Z,legit
78.229.226.168,fake_marco35@example.net,2023-02-28T01:33:18Z,legit
97.124.221.77,fake_felicia09@example.org,2023-01-06T23:42:18Z,legit
61.98.151.37,fake_veronicalynch@example.com,2022-06-25T05:48:18Z,legit
154.76.108.81,fake_jaimevaldez@example.com,2022-05-09T14:13:18Z,legit
1.67.216.105,fake_jeffrey09@example.org,2022-04-19T10:57:18Z,legit
120.56.68.105,fake_greenmelanie@example.com,2022-11-27T04:40:18Z,legit
21.251.127.82,fake_dale07@example.org,2022-03-16T16:24:18Z,legit
147.162.167.3,fake_ofoster@example.com,2022-08-22T20:30:18Z,legit
203.239.69.13,fake_burtonmitchell@example.com,2022-08-10T18:17:18Z,legit
216.71.121.134,fake_shawnwillis@example.com,2022-06-18T19:51:18Z,legit
78.229.226.168,fake_patriciamitchell@example.com,2023-01-22T15:33:18Z,legit
152.58.247.12,fake_megandavis@example.com,2022-09-24T09:03:18Z,legit
6.149.33.202,fake_tiffany56@example.com,2022-09-13T19:39:18Z,legit
13.201.40.178,fake_mariosnyder@example.org,2023-02-23T06:52:18Z,legit
115.73.92.47,fake_stephenflores@example.org,2022-10-29T08:38:18Z,legit
36.183.187.110,fake_mcbridemark@example.com,2022-10-11T09:09:18Z,legit
35.242.184.165,fake_qpowell@example.org,2022-06-06T09:15:18Z,legit
88.92.54.245,fake_dominguezcorey@example.com,2022-05-06T20:28:18Z,legit
90.99.108.235,fake_breyes@example.com,2023-02-09T01:44:18Z,fraud
61.98.151.37,fake_victoria52@example.net,2022-06-20T04:39:18Z,legit
142.126.42.47,fake_nguyenmelvin@example.net,2023-02-16T11:23:18Z,legit
219.44.221.205,fake_michael73@example.org,2022-07-22T10:19:18Z,legit
19.64.5.73,fake_timothy63@example.org,2022-11-25T19:46:18Z,legit
37.236.210.209,fake_operez@example.org,2022-07-10T16:16:18Z,legit
5.208.171.49,fake_davisanthony@example.org,2022-04-12T18:36:18Z,fraud
35.242.184.165,fake_carrie56@example.net,2023-01-10T08:56:18Z,legit
193.81.43.132,fake_qclayton@example.org,2022-03-08T15:55:18Z,legit
118.47.31.67,fake_helen75@example.org,2022-11-25T18:01:18Z,legit
99.49.18.162,fake_acostajohn@example.com,2022-04-25T10:52:18Z,legit
166.16.165.196,fake_david41@example.org,2022-07-28T13:44:18Z,legit
217.129.55.45,fake_frostmichael@example.com,2022-04-02T01:16:18Z,legit
108.51.232.130,fake_ericaroach@example.com,2022-07-02T19:59:18Z,legit
86.133.170.219,fake_charlesdunn@example.com,2022-09-30T09:42:18Z,legit
11.59.47.150,fake_xschneider@example.net,2022-04-24T13:50:18Z,fraud
171.162.34.201,fake_valdezstephen@example.com,2022-03-15T17:27:18Z,legit
